time,btc,eth,sol_mcap,hype_mcap,btc_vol,sol_vol,hype_vol,hype_supply_step_flag
2020-10-07,10667.1943941555,341.159963997662,95522903.39765328,,2271566458.00362,7789127.40809987,,0
2020-10-08,10902.5293637054,350.527496376388,99696691.39060512,,3167337736.9737,10333611.5555502,,0
2020-10-09,11074.1036797779,366.247890999416,107942249.0596692,,2986893697.03814,7757724.81674125,,0
2020-10-10,11302.8542864407,371.282805143191,102359265.43000774,,2987788351.4691,5160802.4464031,,0
2020-10-11,11378.2625284629,374.145406195207,102638376.05655289,,2036940568.54965,3197084.77906937,,0
2020-10-12,11548.401556692,387.670968731736,109519245.88382564,,3556041211.23286,8011392.95352052,,0
2020-10-13,11434.9687849211,381.544274576271,102142198.4975272,,3027175602.1157,7293699.22762742,,0
2020-10-14,11417.10811391,378.828993045003,100373205.99601965,,2771506892.91783,5786498.61067368,,0
2020-10-15,11502.5812390415,377.502910286382,98677228.39113288,,3067485935.68103,4351397.01404973,,0
2020-10-16,11338.9871765634,366.299949853887,93655058.76480232,,3249427835.72013,10001215.5133962,,0
2020-10-17,11362.8022174167,368.318269374635,95623625.58975852,,1625241130.8055,3259467.47233602,,0
2020-10-18,11489.6225650497,377.921652425482,96222988.17002408,,1531337286.31059,2886928.02997272,,0
2020-10-19,11745.8119675628,379.463028462887,89522183.21628672,,2870143020.72133,4662591.93273832,,0
2020-10-20,11929.4572507306,368.843862653419,82272912.35424095,,3857836587.8951,9585981.69226032,,0
2020-10-21,12848.4906177674,392.473164231444,82608280.44235682,,7236896676.17285,14955081.7871732,,0
2020-10-22,12997.4993417884,414.43640578609,85760909.67393106,,5008416311.29855,7888865.03118274,,0
2020-10-23,12953.4296969608,409.339998597312,86775702.24482824,,3363255970.38538,6794209.75647845,,0
2020-10-24,13113.8669231444,412.26885710111,85285940.07306871,,2455061136.42868,3601659.63651273,,0
2020-10-25,13041.6410374635,406.742800642899,79837987.49242218,,2875957287.27876,5499142.53975315,,0
2020-10-26,13080.6561698422,394.010756575102,75546956.89565949,,3742981748.47876,8478893.04680684,,0
2020-10-27,13675.5239275278,404.045446814728,77431454.64891447,,4875743148.26962,9249384.49770861,,0
2020-10-28,13290.3288497954,388.90336364699,69617573.03467496,,5577251059.26953,13414053.7122619,,0
2020-10-29,13475.2173007013,386.788421098773,65615233.271892734,,4132842465.10589,5300685.66574796,,0
2020-10-30,13603.2960908825,383.596369959088,66137031.975055285,,4410500960.88429,5596442.10795527,,0
2020-10-31,13807.2336110462,386.585236119229,70667540.02253394,,4184871491.86757,3625009.11248883,,0
2020-11-01,13736.89941128,395.57778264173,73496120.30768393,,2563332845.87856,4043887.85031296,,0
2020-11-02,13595.5647603741,383.848317066043,67684222.48713087,,3903014877.51626,3570520.65223861,,0
2020-11-03,13996.915398597312,388.5481997077732,65030781.42252717,,4126122088.82127,3819352.08707563,,0
2020-11-04,14129.148195499703,401.7956138515488,63998216.43123729,,5224413647.15905,8294549.12410034,,0
2020-11-05,15606.46683372297,416.99735464640565,64342094.78333466,,8475648431.08715,6637776.77583838,,0
2020-11-06,15618.972471361778,456.4478808883693,88232646.83002295,,7772221027.42281,17933231.9929359,,0
2020-11-07,14866.356304500296,436.77211285797785,94241052.69325534,,6693204512.96342,49410534.9730685,,0
2020-11-08,15500.000707188785,455.37572986557575,99048274.1177826,,4025698910.69274,22359155.5417428,,0
2020-11-09,15319.819972530682,444.5479997077731,93107940.2721386,,6540569221.07942,15052069.8068005,,0
2020-11-10,15319.27567621274,451.5016406195208,104682919.42378356,,4335685041.74519,13279310.5707383,,0
2020-11-11,15731.241105786092,464.2159424897722,92145479.82382092,,4964506024.12854,12072868.9337535,,0
2020-11-12,16289.814897720637,462.866499824664,86803215.31351689,,6611644604.4924,9118170.05243057,,0
2020-11-13,16330.06276797195,476.57134097019286,92602316.11731744,,5116544845.09606,9063402.5803733,,0
2020-11-14,16102.010016949156,462.5514587960258,88389832.31521977,,3917211506.01662,6108750.39263191,,0
2020-11-15,15986.7549905903,449.3456436002338,93735612.6689101,,3040536892.10764,16545013.8719735,,0
2020-11-16,16743.05393980129,462.2547316189363,104266741.74246608,,5189826755.65897,19010065.7788864,,0
2020-11-17,17682.16918702513,482.6950050263004,101148306.87795222,,7551317122.20966,14166998.4902878,,0
2020-11-18,17804.690023962594,479.4918066627703,97435312.55304772,,10779363842.76,11276361.4498333,,0
2020-11-19,17818.668662185857,471.1500233781415,95106252.7362704,,6462946319.45388,7624586.19857965,,0
2020-11-20,18663.78185312683,509.56297720631215,97045955.34613176,,6750489220.16399,8693750.15579159,,0
2020-11-21,18706.58933541788,547.3534804208066,109058132.03542824,,6785620326.8562,16614854.7219963,,0
2020-11-22,18482.692631735823,565.1310609000584,99412103.78762664,,7346263782.62304,13855368.7733976,,0
2020-11-23,18373.2577597896,607.2141186440678,104915226.71928492,,7718077488.31857,12562315.5778356,,0
2020-11-24,19150.251048509646,604.573530742256,104090611.46546036,,12325386785.8557,21626693.9239336,,0
2020-11-25,18748.393713033314,568.2473562828757,104012038.15329991,,8999814817.71017,20857646.2823211,,0
2020-11-26,17113.716871420223,518.3973562244302,87397516.34387772,,14891431568.6746,29365453.2990834,,0
2020-11-27,17101.603018059614,517.041817182934,85306961.87909709,,6551436444.87703,10860298.3137564,,0
2020-11-28,17745.377312448858,540.829210052601,87021002.67168178,,4856326749.7583,9238782.62046228,,0
2020-11-29,18190.866880420806,574.8735552308593,88081285.81824803,,4291577394.35089,4343908.6591776,,0
2020-11-30,19664.407606662764,613.469492402104,90640464.89384612,,9336053923.19992,6032146.49467811,,0
2020-12-01,18820.60778959673,588.2515552308593,91723438.29158856,,10471096208.4682,10206639.5927129,,0
2020-12-02,19214.87222904733,598.9264098188193,97979314.43649566,,6153331910.95779,13374030.6134413,,0
2020-12-03,19470.31120806546,617.5542700175337,97106649.89090632,,5091409816.35312,18470748.144803,,0
2020-12-04,18732.967090999413,572.1771762711863,86236547.50702192,,5829092650.59244,8617022.51491859,,0
2020-12-05,19114.633130917588,594.9156954997078,91336936.36198814,,3254739237.63439,6741425.19263982,,0
2020-12-06,19356.3136767972,602.2467767387493,85620207.71228129,,3229392894.74374,7102955.12373889,,0
2020-12-07,19182.176832846293,591.8200952659263,84654738.7599713,,3778567288.48577,7196657.8607057,,0
2020-12-08,18340.97813769725,554.318545295149,77221232.81231855,,5748170702.66898,12546230.2029694,,0
2020-12-09,18574.69673524255,574.2140723553478,77126901.68599828,,6704630606.67152,11464318.7578739,,0
2020-12-10,18294.84695149036,560.4503168907073,73043422.53468022,,4548937014.76317,5893854.85503374,,0
2020-12-11,18061.760025716,545.483657510228,67098476.54380361,,5618179598.31854,6982717.40086427,,0
2020-12-12,18813.2837685564,568.545423261251,69170381.0764852,,4177318635.91882,5837872.5902155,,0
2020-12-13,19156.0825055523,590.522730625365,72341882.93619542,,4702394492.5077,6920373.02932748,,0
2020-12-14,19286.7512992402,586.470181297487,73634573.59137274,,3976715172.60648,7036253.9465884,,0
2020-12-15,19432.5884640561,589.000816832262,80964406.33294214,,5315138497.3742,18441885.3905616,,0
2020-12-16,21370.7203186441,636.205011104617,82545870.43703248,,11126241224.6544,16034198.4685174,,0
2020-12-17,22789.2674160725,642.788150204559,78020180.31310841,,19108269897.9874,13245749.5900644,,0
2020-12-18,23048.7645610754,652.01013056692,79059828.71132879,,9213119018.34431,6132764.46000291,,0
2020-12-19,23856.7735192285,659.714045002922,77849610.91614541,,9163637155.23746,7365753.86721021,,0
2020-12-20,23528.5506135593,638.561923436587,72801693.89623158,,8454934186.7889,7522056.29086448,,0
2020-12-21,22937.4183435418,612.546497369959,72025440.64152253,,11211591722.1442,6543141.59551523,,0
2020-12-22,23756.8887685564,634.17585622443,69516213.09451652,,9140007358.7985,9643270.68849277,,0
2020-12-23,23307.2709018118,588.508848042081,56299211.89662536,,12721809221.714,16254571.3109318,,0
2020-12-24,23707.6330440678,611.893571595558,63326278.15676084,,8337203817.75333,7626375.96607843,,0
2020-12-25,24669.1643220339,625.840292518995,67275815.2480199,,9346292537.24743,7079426.29560451,,0
2020-12-26,26478.0681052016,635.806854120397,61736626.8332569,,11051126870.2142,5179770.40512803,,0
2020-12-27,26430.8565971946,688.480685447107,61365034.22478988,,17473047605.8296,9928895.62635989,,0
2020-12-28,27039.3490199883,730.518296902396,70344725.32312712,,10709321904.3681,10200416.5841662,,0
2020-12-29,27231.2034552893,731.936295733489,77415209.71175234,,9918168605.94224,22873373.9411317,,0
2020-12-30,28844.6136781999,751.208063705435,71492892.37830806,,12265538792.7912,12005390.3595936,,0
2020-12-31,29022.6714126242,739.025849853887,70328922.85151228,,11714077241.2122,11723996.7543349,,0
2021-01-01,29380.6937327878,730.91432063121,85827028.59827167,,9450317324.32042,22122508.293793,,0
2021-01-02,32022.6810578609,775.296622443016,84096226.01783957,,19275276094.9514,28442985.7039278,,0
2021-01-03,33277.8353050848,990.365324956166,100016233.91887544,,20918553384.1347,49182306.7766335,,0
2021-01-04,31802.1467136178,1030.31844886032,114388479.57764204,,24587885693.8719,47789374.3044321,,0
2021-01-05,34013.1741724138,1101.55981414378,100504159.86532368,,19341178341.2571,44185721.8525601,,0
2021-01-06,36643.2777223846,1199.35239976622,90642185.65589224,,22244399399.583,49251064.1846478,,0
2021-01-07,39215.6511490356,1220.21421332554,110198133.506635,,26225614672.6327,146787701.560684,,0
2021-01-08,40775.4045634132,1219.88072121566,837941851.484563,,26336053724.7109,199857866.935293,,0
2021-01-09,40370.6823495032,1286.97022314436,891921191.819294,,15338881653.9841,87298230.8758075,,0
2021-01-10,38329.3401665693,1265.43626750438,906496755.1938767,,23474615973.8932,58740240.4718688,,0
2021-01-11,35269.5137177089,1082.905685564,811539677.7225505,,41586796390.4822,72172133.4959641,,0
2021-01-12,33712.4685452952,1038.8394176505,931796508.9557412,,21983445293.2019,68910739.992961,,0
2021-01-13,37296.5475277615,1127.92676271186,921541820.6851014,,19165646326.0064,52821577.3561581,,0
2021-01-14,39045.518340152,1212.61922150789,855896326.7147477,,17920408994.0238,57797954.8439686,,0
2021-01-15,36710.3174248977,1167.64685096435,852691433.3917563,,20426392042.6295,43462223.4988453,,0
2021-01-16,36177.2610970193,1231.50994839275,900992193.8012608,,15675210591.3304,71829040.09641,,0
2021-01-17,36069.939466803,1242.04924137931,1016634432.2258956,,13619994488.9722,80540952.7463075,,0
2021-01-18,36594.2964018118,1252.15644476914,993286574.5079548,,12503483494.7345,68343105.7074303,,0
2021-01-19,36250.1461893629,1386.08540385739,954651455.6939292,,15120938792.9038,52662147.1665377,,0
2021-01-20,35515.480012858,1367.82303974284,975385115.4890748,,16359828966.5389,41299285.9443276,,0
2021-01-21,31022.9510280538,1132.69443191116,786469643.1452247,,21888844849.6369,43333273.1876568,,0
2021-01-22,32986.4357568673,1235.37204792519,872783366.7069244,,20175607923.3849,54201332.9655896,,0
2021-01-23,32036.2822723553,1232.76174810053,913068465.507272,,10430635979.6313,24102548.0482303,,0
2021-01-24,32216.1042904734,1387.23029631794,946832713.8154426,,9819884980.33452,28535151.6483273,,0
2021-01-25,32419.7059462303,1325.60759380479,968637485.2587376,,15333946503.433,73787659.3222366,,0
2021-01-26,32640.6391426067,1361.84900292227,1054021170.1960416,,13357324914.9335,71013104.8475272,,0
2021-01-27,30358.9347235535,1245.93815055523,964278837.0858335,,16241597200.8282,32349226.7602028,,0
2021-01-28,33511.287595149,1341.7747030976,999839101.7291464,,15645642400.7298,27584162.7362517,,0
2021-01-29,34166.1494259497,1383.40889538282,1004246200.7424845,,39574456080.2929,37563227.7887683,,0
2021-01-30,34349.9170952659,1379.86854237288,1102432492.2992148,,16600114530.5109,46151669.4305684,,0
2021-01-31,33157.8325745178,1317.346364173,1113141762.1557608,,12976482501.0255,74190588.3687823,,0
2021-02-01,33570.2718468732,1369.95499357101,1187632304.6482537,,16374561082.4051,32517349.4025959,,0
2021-02-02,35596.1489094097,1524.16825189947,1377306508.7231116,,14823628008.7872,88846265.5141596,,0
2021-02-03,37578.3732068966,1659.52005435418,1491340068.5853643,,15606560415.0314,65920363.7963111,,0
2021-02-04,37129.2029376972,1608.39752355348,1683436244.3654344,,19116733180.5009,96573455.8265631,,0
2021-02-05,38045.4136084161,1720.47846616014,1740075972.8509045,,15308818847.3662,88894567.7739616,,0
2021-02-06,39341.727081239,1683.70779380479,1598294182.446525,,20513321485.1715,98850086.3078072,,0
2021-02-07,39003.0121817651,1616.04266183518,1747099686.4018211,,17160702288.6827,94401875.8625967,,0
2021-02-08,46121.9340724722,1743.54479135009,2075222825.3200552,,31432419462.1893,134516603.213069,,0
2021-02-09,46548.1619912332,1770.83282057276,2062242386.9855769,,28440259953.3542,111891511.598339,,0
2021-02-10,45078.128350263,1748.21180596143,2361858483.091825,,24820903879.0585,101208462.246602,,0
2021-02-11,47892.8409181765,1785.58308942139,2402846351.7985945,,23286808132.7515,144466623.096209,,0
2021-02-12,47525.2091431911,1846.45420058445,2438555269.793112,,21586913735.7202,80854879.5221742,,0
2021-02-13,47208.6250270602,1819.41280268849,2302393829.5062075,,17442657139.4196,84440625.7497307,,0
2021-02-14,48829.8275096435,1811.5666792519,2309317881.9757047,,19249899358.6027,85250569.7713369,,0
2021-02-15,48110.2417334892,1787.53062191701,2332143709.8748016,,21096659439.9058,98527633.6376127,,0
2021-02-16,49140.3826578024,1780.61989596727,2183500971.0943336,,21335432046.0534,63765720.4399891,,0
2021-02-17,52224.9391139684,1845.23994155465,2169693761.304059,,22358319829.2713,77958005.6180423,,0
2021-02-18,51650.0699485681,1932.41152659264,2370920201.5700016,,18314737926.138,68381268.2810402,,0
2021-02-19,55820.5044038574,1961.02429018118,2982442770.175169,,25092910998.3126,230311648.278389,,0
2021-02-20,55861.8205670953,1912.80253489188,2632318065.43682,,28217266871.2313,150428721.200374,,0
2021-02-21,57500.7161102864,1933.88384745763,2926197618.8580317,,18708459388.3251,129306872.811224,,0
2021-02-22,53952.1533386324,1771.20859848042,3679906251.6413774,,39388103279.6904,490853758.235557,,0
2021-02-23,48560.4890350672,1563.04562419638,3984212422.708912,,46526371341.871,869693486.511878,,0
2021-02-24,49567.3456890707,1616.56383693746,4601753974.647311,,25321339182.5927,511346242.473375,,0
2021-02-25,47568.131170076,1491.46385715956,3691903486.0296926,,21583271559.3656,421448070.378995,,0
2021-02-26,46231.7675784921,1442.30312273524,3605379712.248495,,25277287508.5319,323960019.299089,,0
2021-02-27,45834.5133611923,1454.03216890707,3498659187.542573,,15830469887.1991,244906577.517417,,0
2021-02-28,45359.4641642314,1425.38586674459,3515396858.8770247,,19081524400.4838,290737062.007869,,0
2021-03-01,49634.4471092928,1563.23598036236,3959146204.865072,,20110303019.4889,288846439.941013,,0
2021-03-02,48304.7054879018,1489.87889421391,3679245432.939055,,16812978618.3597,167519117.020637,,0
2021-03-03,50690.4671835184,1584.06700526008,3739392442.5766,,19531539113.5891,142040306.842824,,0
2021-03-04,48472.7954751607,1538.02277644652,3456552110.307085,,19996550499.4409,106658534.221603,,0
2021-03-05,48800.8173594389,1530.84029181765,3322604547.463588,,17979845374.7372,79347198.4681683,,0
2021-03-06,48970.5244868498,1659.83834599649,3441737621.224343,,11505490728.7933,106334971.67608,,0
2021-03-07,51086.4681794272,1719.16063705435,3662991326.940088,,13727281301.296,125663681.241603,,0
2021-03-08,52088.475131502,1826.12504734074,3598675974.5026016,,17545504104.2603,101282375.045498,,0
2021-03-09,54739.1352542373,1862.02863687902,3942704592.9125934,,20361014503.7323,120438974.163711,,0
2021-03-10,56116.040912332,1803.4244905903,3789468107.0731726,,23502069377.485,107690987.65276,,0
2021-03-11,57847.2549357101,1827.71346113384,4250307600.3291855,,23199462602.4404,210219801.802419,,0
2021-03-12,57334.641534775,1768.50364453536,3892430025.570377,,23203616302.4565,175730234.657966,,0
2021-03-13,61288.7941276447,1927.20756627703,4095967444.3242254,,24706813304.7025,129813210.160599,,0
2021-03-14,59905.6184704851,1874.14906195208,3934663312.686074,,16850862034.5541,79663770.27886,,0
2021-03-15,56121.121924021,1796.90510976037,3803310787.61656,,28613141828.3373,92094345.9038626,,0
2021-03-16,56500.4460257159,1796.95172822911,3645129569.1735306,,23487296941.1592,100987094.99422,,0
2021-03-17,58683.0659824664,1818.86739976622,3797786647.0037246,,22044625956.8257,82889839.6156118,,0
2021-03-18,57731.4798410871,1781.64520666277,3808061788.123428,,20817477716.0424,71230441.9360501,,0
2021-03-19,58168.1219222677,1810.37383459965,3782492545.968957,,16610389816.0404,61082421.3434993,,0
2021-03-20,58247.8847066043,1812.74496884863,3813503846.1073136,,15743897952.7917,61524570.1344333,,0
2021-03-21,57447.9330198714,1784.72563880771,3811604458.9012246,,15469283691.0447,56301226.5183522,,0
2021-03-22,54453.1373508475,1689.11376779661,3982678039.9953966,,18924061657.0831,260941177.819951,,0
2021-03-23,54563.6119458211,1671.75213500877,3800307551.9060497,,18496023175.7379,99696794.0993544,,0
2021-03-24,52595.4113237873,1586.88241320865,3663455674.2495856,,22987218159.8325,112391117.83046,,0
2021-03-25,51547.1248953828,1588.93212396259,3469628795.3626423,,21848658813.4611,106840755.842365,,0
2021-03-26,54817.8571122151,1695.66907773232,3936247035.625921,,18092415316.7381,135171448.251033,,0
2021-03-27,56019.8373055523,1718.1190917592,4444961818.66102,,15152316538.6514,209518800.730672,,0
2021-03-28,55713.0381396844,1685.16250900058,4851059565.469501,,15404970756.6555,418615758.237386,,0
2021-03-29,57571.2333477498,1811.1432226768,5057523003.591208,,20483800177.7396,201323962.462964,,0
