date,btc_usd,eth_usd,sol_usd
2025-10-03,120144.654164,4477.345972,231.707734
2025-10-04,121976.507325,4486.735416,230.768993
2025-10-05,122534.003186,4490.866028,227.746689
2025-10-06,124018.70202,4529.223455,231.113433
2025-10-07,124720.936904,4683.344995,232.654291
2025-10-08,121793.778774,4480.222506,221.816795
2025-10-09,122497.978783,4478.282346,227.095154
2025-10-10,121527.355808,4373.05481,221.091096
2025-10-11,111714.368702,3770.230113,183.958187
2025-10-12,110349.698194,3732.956255,174.901055
2025-10-13,115896.342311,4191.125375,198.810726
2025-10-14,114601.359172,4220.208808,209.111336
2025-10-15,112828.613336,4117.384999,203.638225
2025-10-16,111450.41571,4012.27113,195.230778
2025-10-17,108719.286801,3915.066547,185.275751
2025-10-18,107246.656585,3869.064661,184.650939
2025-10-19,107940.071672,3839.46874,185.805183
2025-10-20,108158.387142,3941.573271,185.738069
2025-10-21,110103.056461,3951.669501,187.708438
2025-10-22,109061.958098,3869.3521,186.888766
2025-10-23,108230.964879,3823.47622,181.860158
2025-10-24,110626.811514,3880.621225,193.249916
2025-10-25,111036.335786,3929.623015,193.733203
2025-10-26,111655.741732,3927.598765,193.510765
2025-10-27,115239.097382,4191.117607,204.310787
2025-10-28,114465.219228,4138.01271,201.616846
2025-10-29,112532.56341,3986.179163,193.890226
2025-10-30,110705.409245,3933.900414,195.451495
2025-10-31,109642.98028,3845.870852,186.347999
2025-11-01,109164.616444,3823.440653,185.305378
2025-11-02,109792.338963,3864.593439,184.619143
2025-11-03,109723.266488,3839.245951,185.680722
2025-11-04,106726.786106,3631.526777,167.443902
2025-11-05,100490.651674,3236.556758,151.685059
2025-11-06,103456.258698,3406.816831,160.978428
2025-11-07,101152.077191,3302.840776,155.290403
2025-11-08,102966.866845,3434.786628,161.587332
2025-11-09,102048.121601,3399.199569,158.061768
2025-11-10,105738.911366,3629.38498,167.081402
2025-11-11,106367.518852,3596.585299,168.162028
2025-11-12,103291.846191,3447.238386,155.324416
2025-11-13,102068.20571,3428.159978,152.779009
2025-11-14,99316.586291,3212.238329,144.06032
2025-11-15,95218.097998,3159.740785,141.79308
2025-11-16,95121.637233,3144.650425,138.545851
2025-11-17,94718.905907,3114.403807,138.388403
2025-11-18,91616.954934,3015.966258,131.624472
2025-11-19,92221.913181,3100.284108,140.141366
2025-11-20,92478.909885,3045.174014,139.241111
2025-11-21,86932.955392,2857.401757,134.175901
2025-11-22,84995.415958,2771.842694,129.543945
2025-11-23,85723.916242,2806.284627,129.702794
2025-11-24,87463.351303,2831.75931,131.783229
2025-11-25,87792.683184,2925.636855,138.011732
2025-11-26,87888.836647,2967.052768,139.909513
2025-11-27,90727.579774,3038.068125,142.730953
2025-11-28,90858.366414,2996.736953,139.281327
2025-11-29,90872.916878,3036.172025,137.409044
2025-11-30,91032.380555,3010.764531,136.631541
2025-12-01,87197.194795,2858.619861,128.195471
2025-12-02,86434.137389,2794.738784,126.959685
2025-12-03,92235.964257,3017.860429,139.002013
2025-12-04,93236.234303,3204.052079,144.434412
2025-12-05,92402.408092,3165.152281,140.044526
2025-12-06,,,133.588534
2025-12-07,89380.269231,3045.767225,132.683359
2025-12-08,90929.560938,3099.348489,133.479164
2025-12-09,90118.100867,3108.002224,132.835426
2025-12-11,90320.942246,3202.876539,131.051525
2025-12-12,92026.965175,3230.518334,136.683472
2025-12-13,90098.487748,3079.200179,132.457496
2025-12-14,90356.659739,3123.030618,133.453339
2025-12-15,89533.514737,3116.862332,131.333783
2025-12-16,85887.965314,2945.881554,126.404716
2025-12-17,87472.628528,2949.589249,128.943726
2025-12-18,86119.186023,2827.140484,123.375848
2025-12-19,85216.922928,2816.785646,118.306684
2025-12-20,88046.428115,2975.610257,125.702255
2025-12-21,88024.030006,2971.698603,125.157727
2025-12-22,88259.477059,2996.753009,125.102916
2025-12-23,88389.618717,3012.368383,125.951431
2025-12-24,87597.264807,2962.947708,123.020805
2025-12-25,87552.549788,2943.230115,122.629958
2025-12-26,87401.537651,2917.527396,120.786556
2025-12-27,87415.034805,2925.860317,122.103558
2025-12-28,87736.538437,2943.594464,124.040036
2025-12-29,89044.37567,3004.839503,128.766294
2025-12-30,87155.359298,2932.470602,123.054039
2025-12-31,88528.030057,2976.171983,125.366657
2026-01-01,87984.088136,2985.08352,124.992625
2026-01-02,88513.159699,2998.154072,125.979587
2026-01-03,90246.565357,3130.498828,132.564933
2026-01-04,91155.238572,3144.297132,133.82478
2026-01-05,92694.198416,3183.809267,136.537699
2026-01-06,93876.685976,3223.034581,137.821428
2026-01-07,92640.538877,3252.567589,138.925755
2026-01-08,91250.262272,3169.051957,136.631049
2026-01-09,91276.994101,3119.233931,138.753644
2026-01-10,90652.604725,3088.519797,136.368366
2026-01-11,90532.949164,3090.89848,136.225824
2026-01-12,91700.035991,3141.894414,141.862057
2026-01-13,91118.983664,3096.083734,138.736845
2026-01-14,95450.032249,3348.25755,146.135023
2026-01-15,96441.599713,3326.395985,145.179015
2026-01-16,95501.719973,3302.575986,142.047221
2026-01-17,95260.162702,3285.716673,144.467096
2026-01-18,95009.143597,3303.602358,142.900272
2026-01-19,92395.704751,3201.487735,133.591262
2026-01-20,92499.423476,3184.880424,133.5763
2026-01-21,89110.234931,2967.385374,127.522106
2026-01-22,90161.238367,3031.342001,130.3527
2026-01-23,89716.263463,2959.599623,128.520322
2026-01-24,89433.496256,2951.647649,127.347467
2026-01-25,89048.66978,2950.650558,126.985936
2026-01-26,87751.634791,2879.075545,121.613847
2026-01-27,88636.887234,2936.666017,124.610382
2026-01-28,89106.411006,3004.830716,126.685605
2026-01-29,88248.35101,2978.550502,124.222503
2026-01-30,81049.471996,2701.250736,113.110423
2026-01-31,83768.706558,2687.960412,117.612038
2026-02-01,78834.596771,2453.204663,105.503333
2026-02-02,76917.060836,2277.975694,101.517261
2026-02-03,78461.48872,2317.482071,103.241455
2026-02-04,75990.867114,2255.902703,98.204774
2026-02-05,72138.303569,2152.419341,91.892629
2026-02-06,64703.836896,1914.615524,77.391724
2026-02-07,70325.554873,2055.422146,87.281465
2026-02-08,69203.66568,2085.206128,87.174899
2026-02-09,70895.895891,2091.917521,87.649359
2026-02-10,70125.116387,2108.64727,86.64712
2026-02-11,68623.022222,2015.997864,83.844665
2026-02-12,67663.127769,1964.258132,80.439926
2026-02-13,66550.055374,1945.376001,78.788368
2026-02-14,68812.957349,2047.476004,84.617647
2026-02-15,69540.288593,2060.57593,88.053408
2026-02-16,68431.854786,1959.072657,85.782981
2026-02-17,68911.765187,1999.596156,87.135794
2026-02-18,67356.123907,1990.762354,84.801496
2026-02-19,66690.466935,1964.326719,81.542935
2026-02-20,67207.45501,1949.0221,82.90015
2026-02-21,67997.67071,1967.634061,84.819452
2026-02-22,67944.328372,1972.102997,84.896617
2026-02-23,64754.525135,1863.45948,77.906737
2026-02-24,64204.819966,1846.353219,78.070123
2026-02-25,65987.921387,1925.690122,82.192813
2026-02-26,67988.633739,2049.735232,87.971875
2026-02-27,67556.158466,2031.438514,86.584005
2026-02-28,65884.021654,1927.611154,82.027414
2026-03-01,68114.224022,2045.772942,88.466852
2026-03-02,66379.913713,1956.500067,84.32861
2026-03-03,68465.733385,2015.392009,85.961397
2026-03-04,68103.335184,1973.603672,86.806198
2026-03-05,72435.787914,2118.511353,90.241353
2026-03-06,71279.114745,2087.22566,88.664612
2026-03-07,68123.571468,1976.453732,84.518724
2026-03-08,67190.619155,1963.293623,82.694635
2026-03-09,66543.838163,1958.802565,82.745963
2026-03-10,69806.03212,2032.970324,85.927123
2026-03-11,69967.773763,2033.371823,86.018658
2026-03-12,69420.613134,2032.994194,85.703874
2026-03-13,71366.322136,2113.225443,89.718649
2026-03-14,70656.418233,2087.375229,88.012816
2026-03-15,71445.931863,2102.728646,88.413135
2026-03-16,72544.264393,2179.720478,91.57456
2026-03-17,75397.948367,2353.647952,95.24074
2026-03-18,74416.446683,2337.670532,95.0491
2026-03-19,71260.749094,2205.392832,90.329554
2026-03-20,70102.966679,2133.486146,89.005312
2026-03-21,70652.634219,2152.158319,90.097354
2026-03-22,69224.080601,2100.571569,88.135722
2026-03-23,68183.068427,2058.850298,86.645873
2026-03-24,70639.374355,2142.486803,90.527403
2026-03-25,70682.75832,2158.590092,91.169851
2026-03-26,70829.4977,2148.468207,90.823927
2026-03-27,68922.159765,2068.919319,86.658942
2026-03-28,65960.296961,1984.337112,82.448074
2026-03-29,66794.911346,2006.877228,82.666058
2026-03-30,67026.596797,2029.939086,83.07779
2026-03-31,67965.684278,2074.427777,83.853031
2026-04-01,67899.495612,2097.364957,83.15091
2026-04-02,66819.00037,2070.305599,78.563085
2026-04-03,66369.615331,2045.858811,79.070713
2026-04-04,66809.413467,2048.203629,80.183414
2026-04-05,67150.367538,2059.228414,80.573343
2026-04-06,69056.43362,2129.325962,82.115383
2026-04-07,68585.104314,2103.965191,79.717821
2026-04-08,71339.44579,2235.607817,84.676923
2026-04-09,71116.231776,2182.473998,82.225948
2026-04-10,71899.667201,2187.3534,83.119908
2026-04-11,73009.421858,2247.267349,84.817802
2026-04-12,71675.380852,2220.958083,82.640313
2026-04-13,71042.396311,2194.186606,81.989576
2026-04-14,74362.194965,2367.206077,86.15746
2026-04-15,74215.384315,2322.640964,83.354048
2026-04-16,74976.376219,2359.299906,85.252922
2026-04-17,74700.003331,2328.790455,87.77528
2026-04-18,77313.016965,2420.011928,88.954962
2026-04-19,75533.603042,2341.934854,85.673427
2026-04-20,74515.445704,2281.502459,84.384116
2026-04-21,75580.690294,2301.329268,85.175629
2026-04-22,77480.442181,2363.758921,87.490376
2026-04-23,77640.793274,2336.719061,85.663836
2026-04-24,77883.18947,2314.332671,85.784481
2026-04-25,77637.169014,2317.55906,86.303915
2026-04-26,77381.18387,2312.646996,86.051553
2026-04-27,79233.356993,2397.875043,87.9344
2026-04-28,76813.92634,2287.613439,84.060713
2026-04-29,77003.80796,2307.228831,84.520115
2026-04-30,75882.025469,2252.339203,83.056333
2026-05-01,77141.301411,2283.952085,83.970067
2026-05-02,78373.508723,2305.491488,83.841321
2026-05-03,78137.44771,2300.68487,83.631869
2026-05-04,80052.829436,2377.801949,85.204326
2026-05-05,80757.620811,2375.321484,84.661728
2026-05-06,81555.404479,2375.685287,87.267733
2026-05-07,80961.672022,2321.756667,87.835375
2026-05-08,79588.519621,2279.42581,88.276166
2026-05-09,80379.15341,2314.862791,93.632522
2026-05-10,80792.624441,2327.867848,93.409353
2026-05-11,80672.250468,2329.533231,94.811635
2026-05-12,81162.334974,2312.205498,96.282766
2026-05-13,81214.736547,2301.492338,95.466406
2026-05-14,79039.367303,2241.261217,89.991485
2026-05-15,81033.071536,2272.052335,92.017978
2026-05-16,79115.29968,2228.567265,89.117025
2026-05-17,77991.985306,2180.62633,86.498984
2026-05-18,76931.123741,2118.7041,84.926593
2026-05-19,76750.014247,2131.418193,84.995438
2026-05-20,76728.104104,2111.603996,84.092877
2026-05-21,77905.410208,2142.729292,86.851964
2026-05-22,77817.366166,2138.813867,87.112119
2026-05-23,75519.578151,2067.528416,84.547578
2026-05-24,76658.957344,2117.171889,85.73545
2026-05-25,76940.743741,2091.945082,84.902161
2026-05-26,76556.556779,2089.652673,84.107593
2026-05-27,75473.935938,2062.037305,83.472184
2026-05-28,73027.637266,1980.138393,80.429531
2026-05-29,73109.059298,1995.896021,81.354349
2026-05-30,73461.420749,2014.166468,82.618812
2026-05-31,74094.643072,2031.501423,83.048495
2026-06-01,73339.144094,1993.470778,81.842088
2026-06-02,70932.478134,2000.97073,80.75334
2026-06-03,66385.926064,1843.494609,73.857162
2026-06-04,64377.04839,1804.505885,70.935909
2026-06-05,62690.953044,1721.380671,67.294251
2026-06-06,60659.25397,1562.999242,62.875835
2026-06-07,61489.056599,1585.816133,63.444061
2026-06-08,62711.219938,1658.152075,65.454574
2026-06-09,62810.54538,1667.201253,65.945716
2026-06-10,61450.254685,1628.491699,64.434258
2026-06-11,62519.297674,1649.761517,64.959436
2026-06-12,63635.068283,1676.076987,67.023711
2026-06-13,63448.809438,1662.570851,66.663735
2026-06-14,64339.359762,1676.223595,68.722339
2026-06-15,65614.448249,1717.276619,70.92478
2026-06-16,65971.381672,1763.767478,73.372525
2026-06-17,65864.77619,1793.67138,73.733723
2026-06-18,63861.536547,1734.111249,71.133067
2026-06-19,62274.824476,1684.557607,68.112546
2026-06-20,63337.201998,1705.511539,69.880082
2026-06-21,64298.693503,1733.065785,73.508125
2026-06-22,63975.405478,1731.862478,73.728924
2026-06-23,64021.417908,1728.897905,71.922624
2026-06-24,62562.036611,1662.627186,69.484571
2026-06-25,60788.188025,1616.85374,67.564624
2026-06-26,59949.042343,1555.121932,68.042533
2026-06-27,60171.978296,1577.070854,72.134201
2026-06-28,60101.794092,1571.217725,70.648779
2026-06-29,59806.951998,1578.265221,72.079033
2026-06-30,59436.586173,1582.094556,74.006421
2026-07-01,59107.912041,1590.903763,75.21706
2026-07-02,60905.489651,1635.944876,78.585614
2026-07-03,61321.066928,1703.371445,80.597474
2026-07-04,62619.911843,1752.079744,82.503707
2026-07-05,62721.40798,1760.388828,80.449721
2026-07-06,63299.74494,1778.812544,80.687287
2026-07-07,63098.229728,1769.333536,80.978834
2026-07-08,63024.724318,1762.285156,79.245126
2026-07-09,61855.440463,1727.532031,77.145476
2026-07-10,63929.927543,1775.885296,78.939221
2026-07-11,64093.311114,1794.40874,77.659807
2026-07-12,64069.935419,1805.486936,76.849405
2026-07-13,62933.42886,1792.793397,76.028997
2026-07-14,62488.221563,1781.365457,75.098398
2026-07-15,64500.992888,1865.602762,77.152298
2026-07-16,64672.597221,1926.880924,77.156221
2026-07-17,63572.503458,1852.34538,75.130006
2026-07-18,63898.437485,1840.799514,75.189982
2026-07-19,64596.51543,1862.501567,75.829407
2026-07-20,64758.538691,1874.981129,76.636194
2026-07-21,65397.424765,1921.432392,78.179924
2026-07-22,66185.490911,1927.12226,77.957067
2026-07-23,65650.643137,1923.300645,77.584348
2026-07-24,65294.647589,1875.139233,75.715048
2026-07-25,63993.086768,1857.682775,74.091691
2026-07-26,64465.96216,1879.275788,74.853809
2026-07-27,65203.616094,1943.3683,76.307089
2026-07-28,63148.878731,1875.527793,73.259663
2026-07-29,63892.971895,1907.853219,73.58312
2026-07-30,64224.380978,1911.83748,73.912757
2026-07-31,64296.721231,1906.027892,74.173829
2026-08-01,62923.403599,1865.097229,72.846077
2026-08-02,63360.369345,1873.270291,73.044191
2026-08-03,62999.688367,1859.907999,72.928202
2026-08-04,63640.241321,1860.490111,73.606349
2026-08-05,64435.08914,1874.740891,74.247331
2026-08-06,64499.400465,1895.506796,73.435634
2026-08-07,64402.115844,1902.906026,72.70818
2026-08-08,64866.953013,1913.106929,73.842893
2026-08-09,64800.057054,1914.101736,75.796458
2026-08-10,65049.588289,1921.451154,76.692698
2026-08-11,64011.836896,1876.949375,76.025708
2026-08-12,63736.201542,1883.077204,76.422032
2026-08-13,63358.620718,1874.135165,75.556541
2026-08-14,63453.933627,1885.522324,75.995072
2026-08-15,62990.657132,1882.772597,75.374732
2026-08-16,62967.409631,1876.416006,75.285033
2026-08-17,63118.682818,1891.148703,75.137254
2026-08-18,64153.645224,1899.412335,75.508935
2026-08-19,64427.366339,1913.746826,76.746229
2026-08-20,69530.515574,2257.944864,84.836651
2026-08-21,74576.586615,2355.317913,88.339973
2026-08-22,78128.867737,2521.376342,94.116661
2026-08-23,77158.727732,2422.622708,95.941942
