time,corr60
2025-07-25,0.6069144195445841
2025-07-26,0.605842344200192
2025-07-27,0.5981060821724615
2025-07-28,0.5782855315150461
2025-07-29,0.6001877885032092
2025-07-30,0.5993219109018958
2025-07-31,0.6017243330789879
2025-08-01,0.6320293484173402
2025-08-02,0.6329938726860462
2025-08-03,0.6357502486666421
2025-08-04,0.6289529143421678
2025-08-05,0.6653108450881361
2025-08-06,0.6578165106865016
2025-08-07,0.6691258044429813
2025-08-08,0.6333915987626094
2025-08-09,0.6452858918918151
2025-08-10,0.6507365731682494
2025-08-11,0.6555892052994405
2025-08-12,0.6637924553914454
2025-08-13,0.6750559224115966
2025-08-14,0.6779299596455409
2025-08-15,0.6513144138151016
2025-08-16,0.6334787468191488
2025-08-17,0.6351218964612145
2025-08-18,0.6496354413456598
2025-08-19,0.6623536582258843
2025-08-20,0.6712475718521274
2025-08-21,0.7139070248093438
2025-08-22,0.7306136602915241
2025-08-23,0.7349285081460598
2025-08-24,0.7236697330611649
2025-08-25,0.7386262304737686
2025-08-26,0.7310282352046164
2025-08-27,0.7324084752269909
2025-08-29,0.7245302552005566
2025-08-30,0.7245432872265789
2025-08-31,0.7199174852151502
2025-09-01,0.6924934925856601
2025-09-02,0.6981078198515894
2025-09-03,0.6954053757606062
2025-09-04,0.6958929854183957
2025-09-05,0.689650202116547
2025-09-06,0.6879251879753367
2025-09-07,0.6898737055058893
2025-09-08,0.6783826558988204
2025-09-09,0.6532189009894711
2025-09-10,0.6521643956513942
2025-09-11,0.6554136004635436
2025-09-12,0.6413463935768194
2025-09-13,0.6516127878016789
2025-09-14,0.6636281848284258
2025-09-15,0.6727823363718063
2025-09-16,0.6784779034673402
2025-09-17,0.6628704268362342
2025-09-18,0.6629536047385339
2025-09-19,0.6746912878413976
2025-09-20,0.6744203698219516
2025-09-21,0.665384329591374
2025-09-22,0.6755184963489964
2025-09-23,0.6754199243761656
2025-09-24,0.6886141938392746
2025-09-25,0.7218886644719184
2025-09-26,0.7113712234793258
2025-09-27,0.712892385600721
2025-09-28,0.712906821728178
2025-09-29,0.696472649959526
2025-09-30,0.693899959021124
2025-10-01,0.677899362045904
2025-10-02,0.6842507070210848
2025-10-03,0.6686507261289912
2025-10-04,0.6681672360082115
2025-10-05,0.6617320448763911
2025-10-06,0.6592540393762951
2025-10-07,0.6588932655130803
2025-10-08,0.6614315746260189
2025-10-09,0.6787575216051491
2025-10-10,0.7168719234555917
2025-10-11,0.7240281453167859
2025-10-12,0.7329602039999571
2025-10-13,0.7166367664112804
2025-10-14,0.7222983549562227
2025-10-15,0.7413409160733374
2025-10-16,0.7400076197783744
2025-10-17,0.7418554014293479
2025-10-18,0.7420952526078071
2025-10-19,0.7379290284486619
2025-10-20,0.7337603340203337
2025-10-21,0.734085247207727
2025-10-22,0.7055375646764593
2025-10-23,0.7147836416568842
2025-10-24,0.7223211591836479
2025-10-25,0.6938822328114465
2025-10-26,0.7059215832746275
2025-10-27,0.7057528315774979
2025-10-28,0.7042739253044448
2025-10-29,0.6917528676525975
2025-10-30,0.6990415546454258
2025-10-31,0.6913283269630225
2025-11-01,0.6858028508455196
2025-11-02,0.6823888056844593
2025-11-03,0.6891726128118908
2025-11-04,0.6729178851597211
2025-11-05,0.6813715658143418
2025-11-06,0.6885230929410413
2025-11-07,0.698858544963187
2025-11-08,0.7079491746194531
2025-11-09,0.7073381051169577
2025-11-10,0.7026936653066399
2025-11-11,0.7165336755189456
2025-11-12,0.715787480987308
2025-11-13,0.7084918075611156
2025-11-14,0.6923802535675881
2025-11-15,0.6944929884220444
2025-11-16,0.6988006785615232
2025-11-17,0.6900981999185074
2025-11-18,0.6885052267847024
2025-11-19,0.6903734175732478
2025-11-20,0.6844178863418837
2025-11-21,0.6804684836751224
2025-11-22,0.656580453423933
2025-11-23,0.6634821265719861
2025-11-24,0.6542148083719158
2025-11-25,0.6637052672698129
2025-11-26,0.6749942969117028
2025-11-27,0.6628873521323423
2025-11-28,0.6724123376137637
2025-11-29,0.6726073930884876
2025-11-30,0.6597904699553164
2025-12-01,0.6456115456214083
2025-12-02,0.6756058128556494
2025-12-03,0.6769061037569271
2025-12-04,0.6821845039598973
2025-12-05,0.6936950895334557
2025-12-06,0.6901667647893732
2025-12-07,0.6739536675410864
2025-12-08,0.6728251246748671
2025-12-09,0.6101535365343674
2025-12-10,0.5986136723158382
2025-12-11,0.581160032348879
2025-12-12,0.5841963312061892
2025-12-13,0.581067182845766
2025-12-14,0.5755486834042327
2025-12-15,0.5797772926403695
2025-12-16,0.5652118241720853
2025-12-17,0.5685281438155502
2025-12-18,0.5595519478434104
2025-12-19,0.5797445568882542
2025-12-20,0.5730629954989458
2025-12-21,0.5776953786084962
2025-12-22,0.5652856114067395
2025-12-23,0.5711665413089665
2025-12-24,0.5691059502717823
2025-12-25,0.5512996529404054
2025-12-26,0.5487279974877383
2025-12-27,0.5569552414538114
2025-12-28,0.5663116129053465
2025-12-29,0.5581871673070575
2025-12-30,0.5703878500911796
2025-12-31,0.5714603535438211
2026-01-01,0.556930060280157
2026-01-02,0.5503099153596439
2026-01-03,0.5647769413427285
2026-01-04,0.553168110744653
2026-01-05,0.5371564921870476
2026-01-06,0.5128679804220635
2026-01-07,0.5173520267519908
2026-01-08,0.5036514705069514
2026-01-09,0.5045793681501171
2026-01-10,0.4857440545676726
2026-01-11,0.48767933139190184
2026-01-12,0.49417708509160474
2026-01-13,0.5371371983546932
2026-01-14,0.5360261926023995
2026-01-15,0.5468622887247244
2026-01-16,0.5591109787835069
2026-01-17,0.5543431417833484
2026-01-18,0.5613868679899346
2026-01-19,0.5874287466292127
2026-01-20,0.613158265991043
2026-01-21,0.6405485962834551
2026-01-22,0.6289267552926997
2026-01-23,0.6122903582107978
2026-01-24,0.6077656656438238
2026-01-25,0.5962582635203864
2026-01-26,0.6134782728674267
2026-01-27,0.565858787427956
2026-01-28,0.5478668913574708
2026-01-29,0.5824339681614902
2026-01-30,0.591788409999361
2026-01-31,0.5004028042421359
2026-02-01,0.4944595805180397
2026-02-02,0.5097019639905365
2026-02-03,0.48606728599868515
2026-02-04,0.43167161142760047
2026-02-05,0.42874828898388734
2026-02-06,0.3548803521671066
2026-02-07,0.37868738901166776
2026-02-08,0.38678251206987646
2026-02-09,0.3855999276439503
2026-02-10,0.3913333526491598
2026-02-11,0.3854493385160155
2026-02-12,0.3778625567461008
2026-02-13,0.3772832192737245
2026-02-14,0.38508197346690176
2026-02-15,0.38327920857519054
2026-02-16,0.3878293723401461
2026-02-17,0.37224295226907755
2026-02-18,0.37772696413191276
2026-02-19,0.37785716425749594
2026-02-20,0.38278311675961624
2026-02-21,0.379910673386347
2026-02-22,0.39263730444108186
2026-02-23,0.4154600125543135
2026-02-24,0.41290419169106474
2026-02-25,0.41263858702456396
2026-02-26,0.41381525657470103
2026-02-27,0.4186172149368364
2026-02-28,0.4241816437879184
2026-03-01,0.4203313424507243
2026-03-02,0.4381105887533816
2026-03-03,0.43605259106305794
2026-03-04,0.43179181212793943
2026-03-05,0.43439750442577796
2026-03-06,0.42867745221793346
2026-03-07,0.431630559623261
2026-03-08,0.4249409358401227
2026-03-09,0.44880483831995505
2026-03-10,0.4420992905604404
2026-03-11,0.447059900428694
2026-03-12,0.4474620725152058
2026-03-13,0.44741724615344214
2026-03-14,0.4325963999238953
2026-03-15,0.42536904233174533
2026-03-16,0.4356805451170205
2026-03-17,0.4355061200453234
2026-03-18,0.4287710767070044
2026-03-19,0.4310329118315396
2026-03-20,0.42816954798507206
2026-03-21,0.40423117959206134
2026-03-22,0.40720625643309794
2026-03-23,0.3860057696520758
2026-03-24,0.3829019130187108
2026-03-25,0.38160572635750145
2026-03-26,0.37983982224581225
2026-03-27,0.37155391189537246
2026-03-28,0.3916178466329743
2026-03-29,0.3990649369973218
2026-03-30,0.3607846558651421
2026-03-31,0.3555542351505144
2026-04-01,0.3701904509939348
2026-04-02,0.3721547509841705
2026-04-03,0.36039754310105154
2026-04-04,0.3580300896256661
2026-04-05,0.4011909322683452
2026-04-06,0.3617411551484165
2026-04-07,0.485274995340711
2026-04-08,0.476104100617043
2026-04-09,0.47188091434621615
2026-04-10,0.47793605547628815
2026-04-11,0.4646697219751529
2026-04-12,0.4863357598085745
2026-04-13,0.5328017522592186
2026-04-14,0.5339007606224785
2026-04-15,0.5360458160189678
2026-04-16,0.5278412165660972
2026-04-17,0.5267320202838665
2026-04-18,0.5212223973598707
2026-04-19,0.5299150682021108
2026-04-20,0.5216026284036605
2026-04-21,0.5156421298720016
2026-04-22,0.5219611975234077
2026-04-23,0.5203681734393175
2026-04-24,0.4839290793064998
2026-04-25,0.4923809043608448
2026-04-26,0.5005816477872238
2026-04-27,0.5069230713134154
2026-04-28,0.5017526110936694
2026-04-29,0.5134981282157219
2026-04-30,0.524039218853591
2026-05-01,0.5219820462537108
2026-05-02,0.5210024378133892
2026-05-03,0.5304955903275973
2026-05-04,0.5152593467447831
2026-05-05,0.5522277913056131
2026-05-06,0.5433434859423091
2026-05-07,0.5566461123453587
2026-05-08,0.528019049930737
2026-05-09,0.5424421000742187
2026-05-10,0.547455004554047
2026-05-11,0.5521626320207593
2026-05-12,0.5651351773554497
2026-05-13,0.5780412724324296
2026-05-14,0.5885305050012677
2026-05-15,0.564744859661344
2026-05-16,0.571019987370257
2026-05-17,0.5645659510401847
2026-05-18,0.5375559622749178
2026-05-19,0.5355830378633151
2026-05-20,0.509989298120648
2026-05-21,0.4879104779966087
2026-05-22,0.5634850392836408
2026-05-23,0.5885727900637274
